Title,Producto y Módulo,Palabras clave BC CSC CM,Categoría,Acceso,Soporte
"Error al iniciar sesión en ML Net","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Seguridad"",""TermID"":""91b860fb-d3db-4823-955b-e1419676b2d6""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""error"",""TermID"":""bb5dfe33-5311-44ca-a2e1-77ce749592fc""},{""Label"":""sesiones"",""TermID"":""1ded8b36-01dd-4376-ab9c-d81fd1ea609e""},{""Label"":""iniciar sesión"",""TermID"":""39721459-9d88-484f-9b59-59e658f5b667""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de datos

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-16179","Interno"
"¿Cómo asignar un usuario en ML Web?","[{""Label"":""ML Manager WEB CM"",""TermID"":""a9589c48-d645-46e3-93d6-803db7511f0a""}]","[{""Label"":""usuario"",""TermID"":""c84ef1d6-1557-4a9f-9f73-f0fb1cc4dd99""},{""Label"":""certificado"",""TermID"":""557c5070-aa46-4630-b35a-9ab9f5088f0b""},{""Label"":""menú"",""TermID"":""6ae21257-fb23-4e9a-8d64-889b302f47c6""},{""Label"":""bandeja"",""TermID"":""83426f22-f926-4dd5-9d69-46d44a9c1716""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","ML Web.
ML 1: Control de acceso > configuración > Usuario.

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-16190","Externo"
"¿Cómo modificar el estado de una factura a ""P""?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""factura"",""TermID"":""e920df5f-484a-4b04-a1b0-04a717252969""},{""Label"":""query"",""TermID"":""6ba00968-87c0-427e-b79b-ab2b6419c371""},{""Label"":""estado"",""TermID"":""e969bacd-e007-42c1-b076-45b891688467""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-16212

","Interno"
"¿Cómo configurar la ruta de facturas generadas y enviadas?","[{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""},{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""}]","[{""Label"":""factura"",""TermID"":""e920df5f-484a-4b04-a1b0-04a717252969""},{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""},{""Label"":""enviar"",""TermID"":""288c867f-905a-42d9-a038-9d0da42f72b7""},{""Label"":""generar PDF"",""TermID"":""44d444e1-d7c1-42ff-aa9b-0c7bd3e244e8""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Modulo de Administración: Ventas > Datos > Parámetros

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-16230","Externo"
"Script para agregar permisos que no existen en SEGURIDAD","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""permiso"",""TermID"":""62788f7c-0d95-4625-b60f-7f0e06956c78""},{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""},{""Label"":""seguridad"",""TermID"":""7401cd5d-bf41-4dcd-98dd-e61bfbf9bc86""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-16237","Interno"
"¿Cómo importar una nómina de trabajadores en ML Net?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""},{""Label"":""masivo"",""TermID"":""7d6ad7e4-fefb-4d7a-863e-5d9891b7bd4f""},{""Label"":""cargador"",""TermID"":""0f7d4b54-9087-47be-801e-701568c68a10""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Menú Principal → Configuración → Historias Clínicas → Importar Nómina","Externo"
"¿Cómo hacer una prestación informable?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""}]","[{""Label"":""informe"",""TermID"":""96eb2a25-5418-4b21-a1a7-409d260d4d69""},{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""},{""Label"":""profesional"",""TermID"":""a857ccaf-88cd-454a-88b7-9a108fd21758""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Configuración -> General -> Rubros y prestaciones

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-16296","Externo"
"¿Cómo desactivar percepciones y retenciones de una empresa?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""}]","[{""Label"":""retenciones"",""TermID"":""ce216d79-83eb-4d6b-82a1-ea335beea90c""},{""Label"":""permiso"",""TermID"":""62788f7c-0d95-4625-b60f-7f0e06956c78""},{""Label"":""empresa"",""TermID"":""c55ae480-8653-40d2-96eb-00c066cd362f""},{""Label"":""eliminar"",""TermID"":""3f252ea0-ffad-46fe-9198-b1ce58315e60""},{""Label"":""cambio"",""TermID"":""d7b6213c-a7e4-4769-b914-14b34832de9a""},{""Label"":""deshabilitar"",""TermID"":""ce3f67dd-67a6-4461-9c96-ae2878846e73""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Modulo de Administración: Archivo → Datos de la Empresa -> Cambiar Datos, ","Externo"
"¿Por qué salen hojas no deseadas en un modelo de examen?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""}]","[{""Label"":""configurar"",""TermID"":""147f86a8-314f-467a-bdcd-d8c8e9f46625""},{""Label"":""examen"",""TermID"":""2bd608ee-d31b-4ff6-8be5-ebd3fd5a3603""},{""Label"":""hoja"",""TermID"":""3f0746d3-5269-403d-85e5-75ec8cc680b0""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Configuración → Exámenes → Configuración Examen","Externo"
"¿Cómo configurar 2 sucursales en una misma PC?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""}]","[{""Label"":""instalar"",""TermID"":""ee64fd6a-dce8-4055-aa36-5a7a54b9daf9""},{""Label"":""sucursal"",""TermID"":""875191f2-7478-4b91-8137-6f443a7904f4""},{""Label"":""instalación"",""TermID"":""882f2483-84d8-41fd-b939-0133320c457f""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Ejemplo: 
https://accessinformatica.atlassian.net/browse/SDCM-16365","Interno"
"¿Cómo generar un archivo .TXT para Experta ART?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:ART"",""TermID"":""010be643-215c-469a-a0bb-9be80cb913c2""}]","[{""Label"":""reporte"",""TermID"":""db080f14-91d5-4ea6-b902-e1367d54138a""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Modulo de Medicina Laboral: Ventas-> Procesos ->Exportación de Resúmenes de Siniestros Facturados
 ","Externo"
"¿Cómo crear comprobantes internos que no sean informan a la AFIP?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""},{""Label"":""ML Manager CM:Recibos"",""TermID"":""29201f62-7d44-4319-b096-a53a3817cc0a""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""configurar"",""TermID"":""147f86a8-314f-467a-bdcd-d8c8e9f46625""},{""Label"":""nota de débito"",""TermID"":""787c762c-c552-43c1-a648-e494569d3aa1""},{""Label"":""nota interna"",""TermID"":""b3c5c9a8-590d-4d22-9cc0-95792ec8624b""},{""Label"":""nota de crédito"",""TermID"":""e9464e94-e6d2-475a-bb0a-76ee315ca0e3""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Modulo de Administración: Ventas → Datos → Tipo de Comprobante","Externo"
"¿Como quitar un Rol a un profesional?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Bandeja de Entrada"",""TermID"":""05b391fd-196d-4ad4-b70f-0323b2ee8cdb""},{""Label"":""ML.net CM:Seguridad"",""TermID"":""91b860fb-d3db-4823-955b-e1419676b2d6""}]","[{""Label"":""rol"",""TermID"":""d061a9e9-f769-4d20-b6a4-a86f78af00d6""},{""Label"":""orden de prestacion"",""TermID"":""15d4e959-0bb1-4596-adea-b9888b745bdd""},{""Label"":""ordenDePrestacion"",""TermID"":""5a8ef303-6bbc-470f-bdb5-748156d882ed""},{""Label"":""profesional"",""TermID"":""a857ccaf-88cd-454a-88b7-9a108fd21758""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Seguridad-> Permisos-> Bandeja de Entrada

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-16406","Externo"
"Error en Bandeja de Entrada: El Campo Código de Formulario no posee los valores esperados ","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""error"",""TermID"":""bb5dfe33-5311-44ca-a2e1-77ce749592fc""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Bandeja de Conectividad.","Interno"
"¿Cómo realizar una verificación completa por Siniestro?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","SQL - Base de Datos","Interno"
"¿Cómo obtener datos de formularios y turnos realizados en una historia clinica?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Base de Datos","Interno"
"¿Cómo eliminar formularios en conectividad? ","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""borrar"",""TermID"":""94b70263-20a7-4722-885e-736e8bd30f28""},{""Label"":""eliminar"",""TermID"":""3f252ea0-ffad-46fe-9198-b1ce58315e60""},{""Label"":""suceso"",""TermID"":""67859ce3-ccd4-4ec7-a048-dca647a2f35f""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de Datos","Interno"
"Error en Bandeja de Entrada: El Campo Mano Hábil no posee los valores esperados","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""ART"",""TermID"":""5fbd8789-7d19-497b-bc04-8a848c8a339c""},{""Label"":""administrador de tareas"",""TermID"":""32698cfd-4042-4391-a6a9-7645ee5bb2a5""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","N/A","Interno"
"¿Cómo generar estadísticas para la cantidad de adjuntos por prestador?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""estadística"",""TermID"":""4dd6225c-d16a-4adf-a986-6b2742a2f7ed""},{""Label"":""prestadores"",""TermID"":""7787fa98-e117-4e86-ba6a-94f59f0ed93d""},{""Label"":""adjunto"",""TermID"":""b09dab79-054e-4158-a5e3-789b548802fb""},{""Label"":""reporte"",""TermID"":""db080f14-91d5-4ea6-b902-e1367d54138a""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos","Interno"
"¿Cómo generar datos de un FPA (con todas las respuestas posibles)? ","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""FPA"",""TermID"":""6f9d6e20-6227-4a92-bffd-cecc5f7366d0""},{""Label"":""estadística"",""TermID"":""4dd6225c-d16a-4adf-a986-6b2742a2f7ed""},{""Label"":""reporte"",""TermID"":""db080f14-91d5-4ea6-b902-e1367d54138a""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de Datos","Interno"
"¿Cómo generar una estadística general por prestador? ","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""estadística"",""TermID"":""4dd6225c-d16a-4adf-a986-6b2742a2f7ed""},{""Label"":""prestadores"",""TermID"":""7787fa98-e117-4e86-ba6a-94f59f0ed93d""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos ","Interno"
"¿Cómo poder verificar los archivos adjuntos asociados de un Siniestro?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""adjunto"",""TermID"":""b09dab79-054e-4158-a5e3-789b548802fb""},{""Label"":""archivos"",""TermID"":""73a5224f-7299-4eb5-89d9-f54fa342362e""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Base de Datos","Interno"
"Error en bandeja de entrada: El campo zona afectada es obligatorio","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""diagnóstico OMS"",""TermID"":""d4fc539f-2808-4ca5-95c9-eee5c588e14e""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""},{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","N/A","Interno"
"Error en bandeja de entrada: El contrato se encuentra rescindido, el reingreso deberá ser SIN BAJA","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""baja"",""TermID"":""07fb1005-85f8-4b59-877d-c94cadb43ca8""},{""Label"":""reingreso"",""TermID"":""2ae03e48-4a21-49ef-976b-d55f36ef0781""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","N/A","Interno"
"¿Cómo obtener la cantidad total de formularios por siniestro de un prestador en una fecha especifica?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Base de Datos","Interno"
"¿Como generar tabla de log de XLS de cliníca espora?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""excel"",""TermID"":""19b5ebda-3bce-494e-a0a2-fefc77a23da7""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de Datos","Interno"
"¿Cómo obtener la cantidad de Formularios realizada por prestador según una fecha?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""prestadores"",""TermID"":""7787fa98-e117-4e86-ba6a-94f59f0ed93d""},{""Label"":""fecha"",""TermID"":""7c05c658-6fbc-4ca4-82d0-6af5a0631887""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Base de Datos","Interno"
"¿Cómo obtener la cantidad de formularios realizados por mes de un prestador?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""prestadores"",""TermID"":""7787fa98-e117-4e86-ba6a-94f59f0ed93d""},{""Label"":""mes"",""TermID"":""a14b674e-4dc8-4647-9211-2ac77bf57eee""},{""Label"":""prestador"",""TermID"":""5a6e9a4e-2f2e-4453-b460-a4444073a961""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Base de Datos","Interno"
"¿Cómo comprobar caracteres especiales mediante base de datos?  ","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos ","Interno"
"¿Cómo comprobar los cambios de estado en el LOG? ","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""estado"",""TermID"":""e969bacd-e007-42c1-b076-45b891688467""},{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos","Interno"
"¿Cómo analizar los turnos generados por base de datos? ","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos ","Interno"
"¿Cómo saber que prestadores NO tuvieron movimientos durante los últimos 3 meses? ","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""movimiento"",""TermID"":""2090cab4-39dc-4819-b702-5c118e2775c0""},{""Label"":""prestadores"",""TermID"":""7787fa98-e117-4e86-ba6a-94f59f0ed93d""},{""Label"":""prestador"",""TermID"":""5a6e9a4e-2f2e-4453-b460-a4444073a961""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos.","Interno"
"¿Cómo buscar siniestros con mas de una novedad por turno? ","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos","Interno"
"¿Cómo verificar novedades de WSMLART?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos ","Interno"
"¿Cómo ver la cantidad de turnos cargados y asistencias?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""},{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos ","Interno"
"¿Cómo verificar la cantidad de prestaciones y practicas cargadas en los pedidos de autorizaciones?","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""},{""Label"":""FPA"",""TermID"":""6f9d6e20-6227-4a92-bffd-cecc5f7366d0""},{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos","Interno"
"Error en bandeja de entrada: el PME tiene ""incapacidad a determinar"" o el PMI asociado supone incapacidad","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""incapacidad"",""TermID"":""7bfa9f79-5888-4f91-9262-10e3a054e782""},{""Label"":""ART"",""TermID"":""5fbd8789-7d19-497b-bc04-8a848c8a339c""},{""Label"":""actividad habitual"",""TermID"":""46795565-0c9e-4e5d-b499-f1c8e9c3cc03""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]",,"Interno"
"Error en bandeja de entrada: error de formato el campo FechaNacimiento es obligatorio","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""fecha"",""TermID"":""7c05c658-6fbc-4ca4-82d0-6af5a0631887""},{""Label"":""registros"",""TermID"":""d2ccd07a-52ff-47c1-bc25-fe27e57ba238""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","N/A
","Interno"
"Error en bandeja de entrada: error de formato el campo FechaReinicioLaboral es obligatorio","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""fecha"",""TermID"":""7c05c658-6fbc-4ca4-82d0-6af5a0631887""},{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","N/A","Interno"
"Error en bandeja de entrada: error de formato el campo prestaciones es obligatorio","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""},{""Label"":""autorización"",""TermID"":""dc73a914-19c0-4320-a092-d69d86d86867""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""ART"",""TermID"":""5fbd8789-7d19-497b-bc04-8a848c8a339c""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","N/A","Externo"
"Error en bandeja de entrada: error. no existe un siniestro con ese numero de siniestro ART.","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""siniestro"",""TermID"":""8cae29d5-a6bb-4f6e-b7ad-28a1579e822d""},{""Label"":""ART"",""TermID"":""5fbd8789-7d19-497b-bc04-8a848c8a339c""},{""Label"":""registros"",""TermID"":""d2ccd07a-52ff-47c1-bc25-fe27e57ba238""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","N/A","Interno"
"Error en bandeja de entrada: Informe de ingreso del dia DD/MM/AAAA correspondiente al trabajador apellido, nombres : fecha hora de próxima consulta no informada.","[{""Label"":""Conectividad"",""TermID"":""5c4cd071-bff3-40cf-bafb-92da5bb93f22""}]","[{""Label"":""informe"",""TermID"":""96eb2a25-5418-4b21-a1a7-409d260d4d69""},{""Label"":""trabajador"",""TermID"":""0506fd7d-0c92-4eed-8aff-d6fad4c0fed6""},{""Label"":""fecha"",""TermID"":""7c05c658-6fbc-4ca4-82d0-6af5a0631887""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","N/A","Interno"
